efas,name,basin,river,provider,iso,DrainageArea_prov,DrainageArea_LDD,lat,long,LISFLOOD_X,LISFLOOD_Y,GlofasID,note,oldnotes,SourceGlo,GlofasV5
6076,Near Roosevelt Ariz,Colorado Pacific Ocean,Salt,1077,US,11152.5,11266.56,33.6195,-110.9215,-110.925,33.625,G0857,flow ok, , ,calibrated
6077,Camden Ar,Mississippi,Ouachita,1077,US,13874.6,13494.14,33.5965,-92.8182,-92.825,33.575,G0858,flow ok,[2021-04-21] EH/KO/FM/EZ Some reservoirs far upstream; but the flow looks so good that I do not think they really impact., ,calibrated
6078,Seymour   Tx,Brazos,Brazos,1077,US,40243.4,32817.3,33.5809,-99.2676,-99.225,33.475, , , , ,calibrated
6079,Index Ar,Mississippi,Red of the South,1077,US,124397.7,124840.3,33.5521,-94.0413,-94.075,33.575,G0860,flow ok,[2021-04-21] EH/KO/FM/EZ There are reservoirs much upstream; but the flow looks really OK; impact is probably small., ,calibrated
6080,Columbus Ms,Mobile River,Tombigbee,1077,US,11559.2,11749.80096,33.4903,-88.4242,-88.475,33.475,G0861,remove data from 84 to 90,[pre2021-04-21] [ZZ] data issue   short and with gaps less than 4 years flat line 1984 85 [2021-04-21] EH/KO/FM/EZ Before confluence with luxapalilla creek. Data isse. OBS errors NEED TO BE REMOVED! Then the station will be good with some small reservoir, ,calibrated
6081,Zhimenda,Yangtze _ Chang Jiang,Tongtian He,1077,CN,137704,135224,33.4333,96.6,96.675,33.425,G0862,flow ok, , ,calibrated
6082,Near Aspermont Tx,Brazos,Salt Fork Brazos,1077,US,13286.7,13188.91418,33.334,-100.2382,-100.225,33.325,G0863,flow ok,[pre2021-04-21] data checked [2021-04-21] EH/KO/FM/EZ Further upstream there is a reservoir; but it is relatively far and the flow looks OK. Irrigation ratio is also high though. Scores still low. However it is a GRDC pristine station so regulation shoul, ,calibrated
6084,Spring Bank Ar,Mississippi,Red of the South,1077,US,NULL,147545.9,33.0807,-93.8618,-93.825,33.075,G0865, ,[2021-04-21] EH/KO/FM/EZ There are reservoirs much upstream; but the flow looks really OK; impact is probably small., ,calibrated
6086,Near South Bend   Tx,Brazos,Brazos,1077,US,58723,50274.16474,33.0243,-98.6439,-98.625,33.025,G0867, ,[pre2021-04-21] data checked [2021-04-21] EH/KO/FM/EZ Further upstream there are small reservoirs; flow looks OK though. Irrigation ratio is also high. Scores still low. It is a GRDC pristine station so regulation impact should be small., ,calibrated
6088,Near Lake Arthur Nm,Bravo,Pecos,1077,US,38228.4,43609.78,32.9884,-104.3227,-104.325,32.975,G0869,flow ok agriculture,[2021-04-21] EH/KO/FM/EZ Reservoirs quite further upstream; The big problem is that in the 01deg ldd the river is split and the very upstream part with the reservoirs is not connected to the downstream southern part. Obs is extremely small compared with, ,calibrated
6089,Fort Griffin,Brazos,Clear Fork Brazos,1077,US,10328.9,10322.24563,32.9346,-99.2245,-99.225,32.925,G0870,flow ok,[pre2021-04-21] data checked [2021-04-21] EH/KO/FM/EZ Further upstream there are small reservoirs; flow looks OK though. Irrigation ratio is also high. Scores still low. It is a GRDC pristine station so regulation impact should be small., ,calibrated
6092,Below Yuma Main Canal Ww At Yuma   Az,Colorado Pacific Ocean,Colorado,1077,US,618715,618742.68,32.7317,-114.6319,-114.625,32.725,G0873,lots of agriculture peaks in 85 and 93 are worth to check why,[pre2021-04-21] [ZZ] below imperial dam and huge canal extracting water in the desert [2021-04-21] EH/KO/FM/EZ Similarly to G0872 there must be some huge water abstracton going on. Also combined with very large volume/flow reservoir impact from much furt, ,calibrated
6094,Agan Naharayim,Dead Sea,Jordan,1077,JO,NULL,10224.91648,32.64,35.56,35.575,32.625,G0875,long ts in 2275,[2021-04-21] EH/KO/FM/EZ 3 years there is basically no flow and then 1 very big flow year and then a moderately high year. Something is defintiely not correct. Wither for 3 years they took the water out or something was wrong during those years with the, ,calibrated
6095,Jordan Dam Near Wetumpka Al,Mobile River,Coosa,1077,US,26164.2,26164.5353,32.614,-86.255,-86.225,32.575,G0876,station near reserv IN glofas,[pre2021-04-21] [ZZ] below dam but LISFLOOD is doing fine [2021-04-21] EH/KO/FM/EZ Just below a reservoir and few more further upstream. Scores are quite high; but the low OBS range shows some noise and so probably there is smaller impact., ,calibrated
6096,Near Clyo Ga,Savannah,Savannah,1077,US,25511.5,25689.55085,32.5282,-81.2687,-81.275,32.525,G0877,flow ok,[2021-04-21] EH/KO/FM/EZ Larger reservoirs quite further upstream -in lisflood-; but impact still there; flow does not vary freely., ,calibrated
6097,Demopolis Ld Near Coatopa Al,Mobile River,Tombigbee,1077,US,39847.2,40076.60749,32.5196,-87.8783,-87.875,32.525,G0878,flow ok,[2021-04-21] EH/KO/FM/EZ Only small impact of reservoir; the flow is perfectly OK, ,calibrated
6098,Below Steele Bayou Near Long Lake Ms,Mississippi,Yazoo,1077,US,34590,34330.53,32.4431,-90.9142,-90.925,32.425,G0879,flow ok,[2021-04-21] EH/KO/FM/EZ Reservoirs much further upstream. Probably some smaller impact still;  but flow generally looks quite OK., ,calibrated
6099,Vicksburg Ms,Mississippi,Mississippi,1077,US,2964255,2938305.25,32.315,-90.9058,-90.975,32.275,G0880,flow ok,[2021-04-21] EH/KO/FM/EZ Lots of reservoirs mostly very far upstream; the flow is probably still a bit impacted; but it is smaller impact now than much further upstream. One of the station far usptream G0761 is a GRDC pristine station; which was a bit st, ,calibrated
6102,Coffeeville Ld Near Coffeeville Al,Mobile River,Tombigbee,1077,US,47700,47911.32979,31.7585,-88.1292,-88.125,31.775,G0883,flow ok,[2021-04-21] EH/KO/FM/EZ Only small impact of reservoir; the flow is perfectly OK, ,calibrated
6103,Doctortown Ga,Altamaha,Altamaha,1077,US,35224,35217.18682,31.6547,-81.8279,-81.825,31.675,G0884,same ts,[2021-04-21] EH/KO/FM/EZ Some reservoirs quite further upstream; impacts looks small; station is GRDC pristine station., ,calibrated
6104,Clairborne Ld Near Monroeville,Mobile River,Alabama,1077,US,55615.1,56968.82278,31.6115,-87.553,-87.575,31.575,G0885,flow ok,[pre2021-04-21] [ZZ] less than 20 km below a dam but LISFLOOD does well [2021-04-21] EH/KO/FM/EZ Reservoir wuite close upstream and few more further upstream. High values look to vary freely; and generally flow quite OK., ,calibrated
6105,Near Monticello Ms,Pearl,Pearl,1077,US,12931.9,12848.64614,31.5536,-90.0878,-90.075,31.575,G0886,flow ok,[2021-04-21] EH/KO/FM/EZ There is a reservoir further upstream; but flow looks very OK and station is GRDC pristine station; so impact should be low., ,calibrated
6106,Paint Rock Tx,Colorado Caribbean Sea,Concho,1077,US,17026.7,16940.50816,31.516,-99.9195,-99.925,31.525,G0887,flow ok,[pre2021-04-21] data checked [2021-04-21] EH/KO/FM/EZ Couple of reservoirs further upstream. Flow is very low; not sure if it is only the reservoirs. Nearby river points do not show such very low flow; so probably. But also some water abstraction could p, ,calibrated
6110,Bainbridge Ga,Apalachicola,Flint,1077,US,19606.3,19558.08051,30.9116,-84.5799,-84.625,30.875,G0891,flow ok,[2021-04-21] EH/KO/FM/EZ Just a very small reservoir further upstream. No signs of impact on the flow., ,calibrated
6111,Near Bogalusa La,Pearl,Pearl,1077,US,17024.1,17204.61312,30.7932,-89.8209,-89.825,30.775,G0892,flow ok,[2021-04-21] EH/KO/FM/EZ There is a reservoir further upstream; but flow looks very OK and station is GRDC pristine station; so impact should be low., ,calibrated
6112,Tiane,Zhu,Hongshui,1077,CN,105535,90035.82259,24.9749,107.1825,107.175,24.975,G0893,upstream reserv IN glofas,[2021-04-21] EH/KO/FM/EZ A large reservoir is built just upstream in 2009. TS is before 2000; so free flow., ,calibrated
6113,Llano Tx,Colorado Caribbean Sea,Llano,1077,US,10870.2,10724.10214,30.7513,-98.6698,-98.675,30.775,G0894, ,[2021-04-21] EH/KO/FM/EZ No sign of reservoirs/lakes., ,calibrated
6116,Graham Ferry Ms,Coastal,Pascagoula,1077,US,21248.4,21455.3047,30.6106,-88.6411,-88.675,30.625,G0897, ,[2021-04-21] EH/KO/FM/EZ No sign of reservoirs/lakes., ,calibrated
6117,Near Bruce Fla,Coastal,Choctawhatchee,1077,US,11354.6,11271.57043,30.451,-85.8983,-85.875,30.525,G0898,flow ok, , ,calibrated
6119,Romayor Tex,Trinity,Trinity,1077,US,44511.7,44176.19149,30.4252,-94.8508,-94.825,30.425,G0900,flow ok,[2021-04-21] EH/KO/FM/EZ There are few reservoirs further upstream. Flow looks OK though., ,calibrated
6120,Evadale Tex,Sabine,Neches,1077,US,20593,20497.06598,30.3558,-94.0932,-94.125,30.325,G0901,affected by reserv but last station before river mouth flow ok,[2021-04-21] EH/KO/FM/EZ There are many reservoirs upstream; but the flow looks OK. Surprisingly this station is GRDC pristine. Can it be with msall impact regardless the large reservoir vokume/flow ratio?, ,calibrated
6122,Near Ruliff Tex,Sabine,Sabine,1077,US,24162.1,24340.19123,30.3038,-93.7438,-93.775,30.325,G0903,affetced by reservoi but only station,[2021-04-21] EH/KO/FM/EZ There are many reservoirs upstream; but the flow -other than maybe the low values which look kind of controlled- looks OK. Surprisingly this station is GRDC pristine. Can it be with msall impact regardless the large reservoir vok, ,calibrated
6125,Branford Fla,Suwannee,Suwannee,1077,US,20409.2,20081.85446,29.9558,-82.9276,-82.925,29.925,G0906,flow ok,[2021-04-21] EH/KO/FM/EZ Seems OK, ,calibrated
6126,Near Sumatra Fla,Apalachicola,Apalachicola,1077,US,49728,49625.30918,29.9494,-85.0155,-85.025,29.925,G0907,flow ok,[2021-04-21] EH/KO/FM/EZ Reservoir a bit further upstream on a tributary and also a somewhat bigger reservoir further upstream still impacting the flow., ,calibrated
6127,Near Bell Fla,Suwannee,Suwannee,1077,US,24320.1,24416.47718,29.7913,-82.9243,-82.925,29.825,G0908,agriculture flow ok,[2021-04-21] EH/KO/FM/EZ Seems OK, ,calibrated
6128,Morgan City La,Coastal,Lower Atchafalaya,1077,US,NULL,253157.08,29.7,-91.2,-91.225,29.725,G0909,CHECK!! Attention!! Is the drainage area correct?! We did not have it in v4...  many artificial channals ON  RESERV in glofas,[pre2021-04-21] [ZZ] other: we underestimate but location and ldd seem to be fine_ [ZZ1]moved one pixel down because of the lake   station is below a lake  now station is at the ldd sink but does not matter as long as we do not use dynamic wave approach., ,calibrated
6129,Richmond Tex,Brazos,Brazos,1077,US,116827.1,108102.6806,29.5825,-95.7577,-95.675,29.575,G0910,flow ok,[2021-04-21] EH/KO/FM/EZ There are many reservoirs much further upstream. Flow looks really OK though. Many GRDCpristine station in the upper section of the river; which suggests the impact is small., ,calibrated
6130,Agauas Abajo Del Conchos En Ojinaga,Bravo,Grande,1077,MX,71964,67281.83,29.57,-104.45,-104.475,29.575,G0911,flow ok,[2021-04-21] EH/KO/FM/EZ Large reservoirs further upstream. Flow not too bad though. Not sure how much is the impact., ,calibrated
6131,Wharton Tex,Colorado Caribbean Sea,Colorado,1077,US,108788,107676.9751,29.3091,-96.1038,-96.125,29.325,G0912,flow ok,[2021-04-21] EH/KO/FM/EZ Reservoirs further upstream. The flow though looks really OK., ,calibrated
6132,Victoria Tx,San Antonio,Guadalupe,1077,US,13462.8,13462.86182,28.793,-97.013,-97.025,28.775,G0913,flow ok,[2021-04-21] EH/KO/FM/EZ Smaller reservoir quite further upstream. Flow looks really OK. Plus station is GRDC pristine station., ,calibrated
6133,Goliard Tx,San Antonio,San Antonio,1077,US,10155.4,10198.81882,28.6497,-97.3847,-97.375,28.625,G0914,flow ok,[2021-04-21] EH/KO/FM/EZ Smaller reservoir quite further upstream. Flow looks relatively OK., ,calibrated
6134,Chisapani,Ganges,Ghaghara,1080,NP,42890,45736.1,28.64,81.29,81.275,28.675,G0915, ,[pre2021-04-21] Data from GRDC was strange_ updated in 2017/11/10 by JD with data from provider, ,calibrated
6135,Luning,Yangtze _ Chang Jiang,Yalong Jiang,1077,CN,58943,107901.5,28.5,101.8333,101.875,28.475,G0916,Provided area seem wrong  GloFASv4 good performances,"[2021-04-21] EH/KO/FM/EZ ""ATTENTION! A reservoir was built in 2013 just upstream of the station. OBS before 2001; so no problem. The provided location is not on river; name does not help; provided upstream area too small. GRDC station; but maybe it is mu", ,calibrated
6136,Near Three Rivers Tx,Nueces,Nueces,1077,US,39956,39989.28486,28.4275,-98.1781,-98.175,28.425,G0917,flow ok,[pre2021-04-21] [ZZ] below a dam [2021-04-21] EH/KO/FM/EZ Although below a small reservoir; the flow looks OK; and the station is GRDC pristine station; so impact should be small. Also overestimation is large., ,calibrated
6137,Near Tilden Tx,Nueces,Nueces,1077,US,20960.9,21011.12218,28.3089,-98.5572,-98.575,28.275,G0918,flow ok,[2021-04-21] EH/KO/FM/EZ Looks OK. Large overestimation; but no sign of lakes or reservoirs., ,calibrated
6138,Near Mathis Tex,Nueces,Nueces,1077,US,43149.4,43143.81107,28.0383,-97.8603,-97.775,27.925,G0919,downstream of res flow ok,[pre2021-04-21] [ZZ] some distance below a dam [2021-04-21] EH/KO/FM/EZ Below a smaller reservoir. However the flow looks OK. However the flow looks just as low in the OBS with large overestimation as on G0918 wihtout the impact of the reservoir., ,calibrated
6141,Progreso,Bravo,Salado,1077,MX,23086,22119.36,27.425,-100.9833,-100.975,27.425,G0922,flow ok see notes,[pre2021-04-21] 2020 JD updated RIVER name according to GRDC [2021-04-21] EH/KO/FM/EZ Given that G0921 nearby works fine; even though with large overestimation; this station should not be used; as the OBS flow is tiny compared with the simualtion. Someth, ,calibrated
6142,Pipeline Crossing Below Laredo Tx,Bravo,Grande,1077,US,332770.8,378357.71,27.4003,-99.4883,-99.475,27.425,G0923, flow ok,[pre2021-04-21] longer ts [2021-04-21] EH/KO/FM/EZ Some reservoirs further upstream. On top of the very very dry regime., ,calibrated
6143,Hkamti,Irrawaddy,Chindwin,1077,MM,27420,27422.09536,26,95.7,95.725,25.975,G0924,longher ts comparing to prev calib, , ,calibrated
6144,San Miguel Zapotitlan,Fuerte,Fuerte Nuevo,1077,MX,34247,34171.05,25.9542,-109.0458,-109.075,25.975,G0925,downstream of reservoir.... probably remove after calib flow descreases a lot in 1986,[pre2021-04-21] 2020 JD updated RIVER name according to GRDC [2021-04-21] EH/KO/FM/EZ There are reservoirs bit further upstream. Very low OBS flow. Similar behaiour to G0929 nearby. Probably general overprediction., ,calibrated
6145,Matamoros,Bravo,Grande,1077,US,450902,490796.94,25.9,-97.52,-97.525,25.975, , , , ,calibrated
6146,Kaunia,Brahmaputra,Teesta,1077,BD,NULL,11858.1,25.75,89.5,89.525,25.725,G0927,flow ok, , ,calibrated
6147,Bahadurabad,Brahmaputra,Brahmaputra,1145,BD,520829,513041.3,25.11,89.67,89.675,25.125,G0928,flow ok,[pre2021-04-21] updated in 2017 with data that came from Lorenzo Alfieri then 12/2017 jira issue ECC 469, ,calibrated
6149,Hardinge Bridge,Ganges,Ganges,1145,BD,955098,941504.7,24.064,89.03,89.025,24.025,G0930,flow ok,[pre2021-04-21] updated in 2017 with data that came from Lorenzo Alfieri  then 12/2017 jira issue ECC 469 [2021-04-21] EH/KO/FM/EZ Very large river with lots of reservoir much upstream and very large irrigation ratio; but none of these really show on the, ,calibrated
6150,Tongmeng,Amur,Nen Jiang,1077,CN,108029,107889.1,48.114,124.4284,124.425,48.075,G0931, flow ok,[2021-04-21] EH/KO/FM/EZ ATTENTION! Provided La/Lon ARE WRONG! Reservoir was built in 2006; OBS is before 2002; so it is OK, ,calibrated
6151,Ibra,Coastal,Ibra  Wadi,1077,OM,NULL,1422.9,22.5906,58.6231,58.625,22.575,G0932,new lat 58.625  Juliana will update the shapefile,[pre2021-04-21] 2020 JD updated RIVER name according to GRDC [2021-04-21] EH/KO/FM/EZ Extremely dry area, ,calibrated
6152,Las Adjuntas,Panuco,Pánuco,1077,MX,61063,64353.39,21.9833,-98.5667,-98.575,21.975,G0933,10523 has long ts  flow ok, , ,calibrated
6153,Sagaing,Irrawaddy,Irrawaddy,1077,MM,120193,124359.3605,21.98,96.1,96.025,21.925,G0934,longher ts comparing to prev calib,[pre2021-04-21] updated METADATA jira ECC-1206, ,calibrated
6155,El Capomal,Santiago,Grande De Santiago,1077,MX,128943,128401.78,21.825,-105.1153,-105.125,21.825,G0936,CLEAN remove data from Jan 1994  we calibrate the natural flow  reserv IN glofas was,[pre2021-04-21] 2020 JD updated RIVER name according to GRDC [2021-04-21] EH/KO/FM/EZ Reservoirs were built from 1994 -nearest first then couple more further upstream-. Better not to use this way. Or use only until 1993 where the OBS looks OK with some n, ,calibrated
6156,Muong Ngoy,Mekong,Nam Ou,1077,LA,19700,19707.89581,20.7017,102.7583,102.675,20.725,G0937,flow ok in 1990 data has many gaps,[pre2021-04-21] values 9999 replaced with NA [2021-04-21] EH/KO/FM/EZ Some noticeable overprediction. No reservoir/lake impact. Irrigation ratio is small. Irrigation ratio is small; so most likely the positive ERA5 bias in the area. There is lot more ove, ,calibrated
6157,Chiang Saen,Mekong,Mekong,1077,TH,189000,192060.0637,20.2733,100.0833,100.075,20.275,G0938, ,[2021-04-21] EH/KO/FM/EZ Several reservoirs further upstream but earlierst built seems to be 1995 and TS is before that; so all OK. High flows are noticeably overpredicted. Irrigation ratio is small; so most likely the positive ERA5 bias in the area. The, ,calibrated
